pristudis,(pr|i|s)-(t|u)-(d|i|s),15
plimultiĝis,(pl|i)-(m|u|l)-(t|i)-(ĝ|i|s),15
spuri,(sp|u)-(r|i),15
levus,(l|e)-(v|u|s),15
titoli,(t|i)-(t|o)-(l|i),15
kandidatis,(k|a|n)-(d|i)-(d|a)-(t|i|s),15
bori,(b|o)-(r|i),15
elektus,(∅|e)-(l|e|k)-(t|u|s),15
mal_supreniros,(m|a|l)-(s|u|p)-(r|e)-(n|i)-(r|o|s),15
ekzerci,(∅|e|k)-(z|e|r)-(c|i),15
legadis,(l|e)-(g|a)-(d|i|s),15
kun_sidas,(k|u|n)-(s|i)-(d|a|s),15
dokumentas,(d|o)-(k|u)-(m|e|n)-(t|a|s),15
al_meti,(∅|a|l)-(m|e)-(t|i),15
scipovi,(sc|i)-(p|o)-(v|i),15
ĉirkaŭos,(ĉ|i|r)-(k|a|ŭ)-(∅|o|s),15
malatentis,(m|a)-(l|a)-(t|e|n)-(t|i|s),15
validos,(v|a)-(l|i)-(d|o|s),15
peris,(p|e)-(r|i|s),15
sidus,(s|i)-(d|u|s),15
ekskursi,(∅|e|k)-(sk|u|r)-(s|i),15
montradis,(m|o|n)-(tr|a)-(d|i|s),15
esprimos,(∅|e|s)-(pr|i)-(m|o|s),15
trafus,(tr|a)-(f|u|s),15
for_portos,(f|o|r)-(p|o|r)-(t|o|s),15
krevos,(kr|e)-(v|o|s),15
dis_hakis,(d|i|s)-(h|a)-(k|i|s),15
pleniĝos,(pl|e)-(n|i)-(ĝ|o|s),15
obstinigis,(∅|o|b)-(st|i)-(n|i)-(g|i|s),15
buĉos,(b|u)-(ĉ|o|s),15
skulptis,(sk|u|l)-(pt|i|s),15
el_falis,(∅|e|l)-(f|a)-(l|i|s),15
ripozos,(r|i)-(p|o)-(z|o|s),15
esplor_rigardi,(∅|e|s)-(pl|o|r)-(r|i)-(g|a|r)-(d|i),15
aŭdigu,(∅|a|ŭ)-(d|i)-(g|u),15
foriĝas,(f|o)-(r|i)-(ĝ|a|s),15
rekompencis,(r|e)-(k|o|m)-(p|e|n)-(c|i|s),15
ordonus,(∅|o|r)-(d|o)-(n|u|s),15
varmiĝas,(v|a|r)-(m|i)-(ĝ|a|s),15
vastigis,(v|a|s)-(t|i)-(g|i|s),15
adultas,(∅|a)-(d|u|l)-(t|a|s),15
konserviĝas,(k|o|n)-(s|e|r)-(v|i)-(ĝ|a|s),15
balanciĝas,(b|a)-(l|a|n)-(c|i)-(ĝ|a|s),15
dis_pelos,(d|i|s)-(p|e)-(l|o|s),15
kuracis,(k|u)-(r|a)-(c|i|s),15
avertos,(∅|a)-(v|e|r)-(t|o|s),15
sub_tenus,(s|u|b)-(t|e)-(n|u|s),15
for_blovis,(f|o|r)-(bl|o)-(v|i|s),15
kraĉis,(kr|a)-(ĉ|i|s),15
balbutas,(b|a|l)-(b|u)-(t|a|s),15
frotadis,(fr|o)-(t|a)-(d|i|s),15
ardis,(∅|a|r)-(d|i|s),15
rekaptis,(r|e)-(k|a|p)-(t|i|s),15
sub_metiĝu,(s|u|b)-(m|e)-(t|i)-(ĝ|u),15
ridegis,(r|i)-(d|e)-(g|i|s),15
esperantigi,(∅|e|s)-(p|e)-(r|a|n)-(t|i)-(g|i),15
kun_tiriĝis,(k|u|n)-(t|i)-(r|i)-(ĝ|i|s),15
spronis,(spr|o)-(n|i|s),15
ek_legis,(∅|e|k)-(l|e)-(g|i|s),15
silas,(s|i)-(l|a|s),15
unuiĝas,(∅|u)-(n|u)-(∅|i)-(ĝ|a|s),15
releviĝas,(r|e)-(l|e)-(v|i)-(ĝ|a|s),15
ek_lerni,(∅|e|k)-(l|e|r)-(n|i),15
ek_studis,(∅|e|k)-(st|u)-(d|i|s),15
ekzameniĝis,(∅|e|k)-(z|a)-(m|e)-(n|i)-(ĝ|i|s),15
ek_haltas,(∅|e|k)-(h|a|l)-(t|a|s),15
mal_konfesos,(m|a|l)-(k|o|n)-(f|e)-(s|o|s),15
disaŭdigis,(d|i)-(s|a|ŭ)-(d|i)-(g|i|s),15
koncerti,(k|o|n)-(c|e|r)-(t|i),15
jenas,(j|e)-(n|a|s),15
mini,(m|i)-(n|i),15
ridu,(r|i)-(d|u),15
elirigu,(∅|e)-(l|i)-(r|i)-(g|u),15
kelkiuj,(k|e|l)-(k|i)-(∅|u|j),15
murmurante,(m|u|r)-(m|u)-(r|a|n)-(t|e),15
esceptinte,(∅|e|s)-(c|e|p)-(t|i|n)-(t|e),15
perdante,(p|e|r)-(d|a|n)-(t|e),15
sen_koste,(s|e|n)-(k|o|s)-(t|e),15
akompane,(∅|a)-(k|o|m)-(p|a)-(n|e),15
limigante,(l|i)-(m|i)-(g|a|n)-(t|e),15
nevolonte,(n|e)-(v|o)-(l|o|n)-(t|e),15
vendante,(v|e|n)-(d|a|n)-(t|e),15
dum_voje,(d|u|m)-(v|o)-(j|e),15
service,(s|e|r)-(v|i)-(c|e),15
nedisigeble,(n|e)-(d|i)-(s|i)-(g|e|b)-(l|e),15
miloble,(m|i)-(l|o|b)-(l|e),15
multoble,(m|u|l)-(t|o|b)-(l|e),15
neformale,(n|e)-(f|o|r)-(m|a)-(l|e),15
sur_papere,(s|u|r)-(p|a)-(p|e)-(r|e),15
ĉiapreze,(ĉ|i)-(∅|a|p)-(r|e)-(z|e),15
proze,(pr|o)-(z|e),15
hipokrite,(h|i)-(p|o|k)-(r|i)-(t|e),15
petegante,(p|e)-(t|e)-(g|a|n)-(t|e),15
sen_distinge,(s|e|n)-(d|i|s)-(t|i|n)-(g|e),15
obeeme,(∅|o)-(b|e)-(∅|e)-(m|e),15
sen_rezerve,(s|e|n)-(r|e)-(z|e|r)-(v|e),15
fatale,(f|a)-(t|a)-(l|e),15
perfide,(p|e|r)-(f|i)-(d|e),15
atestante,(∅|a)-(t|e|s)-(t|a|n)-(t|e),15
traktante,(tr|a|k)-(t|a|n)-(t|e),15
senaverte,(s|e)-(n|a)-(v|e|r)-(t|e),15
ruĝiĝante,(r|u)-(ĝ|i)-(ĝ|a|n)-(t|e),15
diskutante,(d|i|s)-(k|u)-(t|a|n)-(t|e),15
sen_ceremonie,(s|e|n)-(c|e)-(r|e)-(m|o)-(n|i)-(∅|e),15
vidal_vide,(v|i)-(d|a|l)-(v|i)-(d|e),15
radie,(r|a)-(d|i)-(∅|e),15
pense,(p|e|n)-(s|e),15
preme,(pr|e)-(m|e),15
sankte,(s|a|n)-(kt|e),15
plenuminte,(pl|e)-(n|u)-(m|i|n)-(t|e),15
intencante,(∅|i|n)-(t|e|n)-(c|a|n)-(t|e),15
malafable,(m|a)-(l|a)-(f|a|b)-(l|e),15
voĉe,(v|o)-(ĉ|e),15
ĉemane,(ĉ|e)-(m|a)-(n|e),15
jese,(j|e)-(s|e),15
bezone,(b|e)-(z|o)-(n|e),15
admirante,(∅|a|d)-(m|i)-(r|a|n)-(t|e),15
sendinte,(s|e|n)-(d|i|n)-(t|e),15
ĉeĥe,(ĉ|e)-(ĥ|e),15
ĝojige,(ĝ|o)-(j|i)-(g|e),15
venont_numere,(v|e)-(n|o|nt)-(n|u)-(m|e)-(r|e),15
numere,(n|u)-(m|e)-(r|e),15
decidante,(d|e)-(c|i)-(d|a|n)-(t|e),15
aliparte,(∅|a)-(l|i)-(p|a|r)-(t|e),15
januare,(j|a)-(n|u)-(∅|a)-(r|e),15
tiaokaze,(t|i)-(∅|a)-(∅|o)-(k|a)-(z|e),15
prepare,(pr|e)-(p|a)-(r|e),15
maoistoj,(m|a)-(∅|o)-(∅|i|s)-(t|o|j),15
psalteroj,(ps|a|l)-(t|e)-(r|o|j),15
ĉukĉoj,(ĉ|u|k)-(ĉ|o|j),15
debrecena,(d|e|b)-(r|e)-(c|e)-(n|a),15
kontraŭrevolucio,(k|o|n)-(tr|a|ŭ)-(r|e)-(v|o)-(l|u)-(c|i)-(∅|o),15
antaŭzorgo,(∅|a|n)-(t|a|ŭ)-(z|o|r)-(g|o),15
ĉirkaŭrigardas,(ĉ|i|r)-(k|a|ŭ)-(r|i)-(g|a|r)-(d|a|s),15
ĉirkaŭbari,(ĉ|i|r)-(k|a|ŭ)-(b|a)-(r|i),15
kontraŭstaros,(k|o|n)-(tr|a|ŭ)-(st|a)-(r|o|s),15
antaŭhieraŭ,(∅|a|n)-(t|a|ŭ)-(h|i)-(∅|e)-(r|a|ŭ),15
kontraŭflue,(k|o|n)-(tr|a|ŭ)-(fl|u)-(∅|e),15
eri,(∅|e)-(r|i),14
pio,(p|i)-(∅|o),14
agad_kampo,(∅|a)-(g|a|d)-(k|a|m)-(p|o),14
putojn,(p|u)-(t|o|jn),14
procesioj,(pr|o)-(c|e)-(s|i)-(∅|o|j),14
ornamon,(∅|o|r)-(n|a)-(m|o|n),14
foliaro,(f|o)-(l|i)-(∅|a)-(r|o),14
komercaĵojn,(k|o)-(m|e|r)-(c|a)-(ĵ|o|jn),14
seriozecon,(s|e)-(r|i)-(∅|o)-(z|e)-(c|o|n),14
tonojn,(t|o)-(n|o|jn),14
for_ĵeto,(f|o|r)-(ĵ|e)-(t|o),14
kolonon,(k|o)-(l|o)-(n|o|n),14
tasoj,(t|a)-(s|o|j),14
ek_tuŝo,(∅|e|k)-(t|u)-(ŝ|o),14
pretekstojn,(pr|e)-(t|e|k)-(st|o|jn),14
eterno,(∅|e)-(t|e|r)-(n|o),14
manĝotablo,(m|a|n)-(ĝ|o)-(t|a|b)-(l|o),14
postaĵon,(p|o|s)-(t|a)-(ĵ|o|n),14
neologismo,(n|e)-(∅|o)-(l|o)-(g|i|s)-(m|o),14
juĝantaro,(j|u)-(ĝ|a|n)-(t|a)-(r|o),14
man_premo,(m|a|n)-(pr|e)-(m|o),14
magazenon,(m|a)-(g|a)-(z|e)-(n|o|n),14
siteloj,(s|i)-(t|e)-(l|o|j),14
parfumo,(p|a|r)-(f|u)-(m|o),14
orkestroj,(∅|o|r)-(k|e|s)-(tr|o|j),14
skeptikuloj,(sk|e|p)-(t|i)-(k|u)-(l|o|j),14
bombonoj,(b|o|m)-(b|o)-(n|o|j),14
vagonaroj,(v|a)-(g|o)-(n|a)-(r|o|j),14
haloj,(h|a)-(l|o|j),14
diboĉo,(d|i)-(b|o)-(ĉ|o),14
dek_duon,(d|e|k)-(d|u)-(∅|o|n),14
hejmurbo,(h|e|j)-(m|u|r)-(b|o),14
ebriulo,(∅|e|b)-(r|i)-(∅|u)-(l|o),14
distro,(d|i|s)-(tr|o),14
ŝviton,(ŝv|i)-(t|o|n),14
vokalojn,(v|o)-(k|a)-(l|o|jn),14
prezentaĵoj,(pr|e)-(z|e|n)-(t|a)-(ĵ|o|j),14
tag_lumo,(t|a|g)-(l|u)-(m|o),14
birdeto,(b|i|r)-(d|e)-(t|o),14
naskiĝ_dato,(n|a|s)-(k|i|ĝ)-(d|a)-(t|o),14
artifiko,(∅|a|r)-(t|i)-(f|i)-(k|o),14
bruligo,(br|u)-(l|i)-(g|o),14
loterio,(l|o)-(t|e)-(r|i)-(∅|o),14
prononcado,(pr|o)-(n|o|n)-(c|a)-(d|o),14
agentejojn,(∅|a)-(g|e|n)-(t|e)-(j|o|jn),14
direktivojn,(d|i)-(r|e|k)-(t|i)-(v|o|jn),14
tag_ĵurnaloj,(t|a|g)-(ĵ|u|r)-(n|a)-(l|o|j),14
libanon,(l|i)-(b|a)-(n|o|n),14
demonstro,(d|e)-(m|o|ns)-(tr|o),14
studentinoj,(st|u)-(d|e|n)-(t|i)-(n|o|j),14
mon_politiko,(m|o|n)-(p|o)-(l|i)-(t|i)-(k|o),14
mal_dungojn,(m|a|l)-(d|u|n)-(g|o|jn),14
opcion,(∅|o|p)-(c|i)-(∅|o|n),14
paradizoj,(p|a)-(r|a)-(d|i)-(z|o|j),14
helikoptero,(h|e)-(l|i)-(k|o|p)-(t|e)-(r|o),14
efekton,(∅|e)-(f|e|k)-(t|o|n),14
dueco,(d|u)-(∅|e)-(c|o),14
for_ĵetaĵoj,(f|o|r)-(ĵ|e)-(t|a)-(ĵ|o|j),14
publikaĵo,(p|u|b)-(l|i)-(k|a)-(ĵ|o),14
dekano,(d|e)-(k|a)-(n|o),14
popolismon,(p|o)-(p|o)-(l|i|s)-(m|o|n),14
intenso,(∅|i|n)-(t|e|n)-(s|o),14
fidrogoj,(f|i|d)-(r|o)-(g|o|j),14
plenumadon,(pl|e)-(n|u)-(m|a)-(d|o|n),14
apelacio,(∅|a)-(p|e)-(l|a)-(c|i)-(∅|o),14
nostalgiuloj,(n|o|s)-(t|a|l)-(g|i)-(∅|u)-(l|o|j),14
masakron,(m|a)-(s|a|k)-(r|o|n),14
transiĝo,(tr|a|n)-(s|i)-(ĝ|o),14
krud_materialo,(kr|u|d)-(m|a)-(t|e)-(r|i)-(∅|a)-(l|o),14
flekseblecon,(fl|e|k)-(s|e|b)-(l|e)-(c|o|n),14
filantropio,(f|i)-(l|a|n)-(tr|o)-(p|i)-(∅|o),14
praktikadon,(pr|a|k)-(t|i)-(k|a)-(d|o|n),14
adaptiĝo,(∅|a)-(d|a|p)-(t|i)-(ĝ|o),14
turneo,(t|u|r)-(n|e)-(∅|o),14
klaŭzo,(kl|a|ŭ)-(z|o),14
predon,(pr|e)-(d|o|n),14
konvertiĝo,(k|o|n)-(v|e|r)-(t|i)-(ĝ|o),14
specion,(sp|e)-(c|i)-(∅|o|n),14
solidarecoj,(s|o)-(l|i)-(d|a)-(r|e)-(c|o|j),14
metamorfozo,(m|e)-(t|a)-(m|o|r)-(f|o)-(z|o),14
sencojn,(s|e|n)-(c|o|jn),14
donitaĵo,(d|o)-(n|i)-(t|a)-(ĵ|o),14
dungiteco,(d|u|n)-(g|i)-(t|e)-(c|o),14
riglilo,(r|i|g)-(l|i)-(l|o),14
for_pason,(f|o|r)-(p|a)-(s|o|n),14
kuglon,(k|u|g)-(l|o|n),14
marĝenigo,(m|a|r)-(ĝ|e)-(n|i)-(g|o),14
tabuon,(t|a)-(b|u)-(∅|o|n),14
federismo,(f|e)-(d|e)-(r|i|s)-(m|o),14
kamioneto,(k|a)-(m|i)-(∅|o)-(n|e)-(t|o),14
lernintoj,(l|e|r)-(n|i|n)-(t|o|j),14
pliparto,(pl|i)-(p|a|r)-(t|o),14
sanktaĵo,(s|a|n)-(kt|a)-(ĵ|o),14
gŭantanamo,(gŭ|a|n)-(t|a)-(n|a)-(m|o),14
bandojn,(b|a|n)-(d|o|jn),14
man_laboristoj,(m|a|n)-(l|a)-(b|o)-(r|i|s)-(t|o|j),14
mastrumanto,(m|a|s)-(tr|u)-(m|a|n)-(t|o),14
ĉagrenoj,(ĉ|a|g)-(r|e)-(n|o|j),14
inter_naciistoj,(∅|i|n)-(t|e|r)-(n|a)-(c|i)-(∅|i|s)-(t|o|j),14
vladivostoko,(vl|a)-(d|i)-(v|o|s)-(t|o)-(k|o),14
sovaĝeco,(s|o)-(v|a)-(ĝ|e)-(c|o),14
spezoj,(sp|e)-(z|o|j),14
aŭstralianoj,(∅|a|ŭs)-(tr|a)-(l|i)-(∅|a)-(n|o|j),14
mem_stareco,(m|e|m)-(st|a)-(r|e)-(c|o),14
indiferentecon,(∅|i|n)-(d|i)-(f|e)-(r|e|n)-(t|e)-(c|o|n),14
matureco,(m|a)-(t|u)-(r|e)-(c|o),14
aristokratio,(∅|a)-(r|i|s)-(t|o|k)-(r|a)-(t|i)-(∅|o),14
moralon,(m|o)-(r|a)-(l|o|n),14
koncentriĝon,(k|o|n)-(c|e|n)-(tr|i)-(ĝ|o|n),14
plej_riĉuloj,(pl|e|j)-(r|i)-(ĉ|u)-(l|o|j),14
voĉ_donadoj,(v|o|ĉ)-(d|o)-(n|a)-(d|o|j),14
inspektado,(∅|i|n)-(sp|e|k)-(t|a)-(d|o),14
muntado,(m|u|n)-(t|a)-(d|o),14
natur_riĉaĵoj,(n|a)-(t|u|r)-(r|i)-(ĉ|a)-(ĵ|o|j),14
mafioj,(m|a)-(f|i)-(∅|o|j),14
mal_riĉiĝo,(m|a|l)-(r|i)-(ĉ|i)-(ĝ|o),14
tempolimo,(t|e|m)-(p|o)-(l|i)-(m|o),14
prizorgoŝtato,(pr|i)-(z|o|r)-(g|o|ŝ)-(t|a)-(t|o),14
stacion,(st|a)-(c|i)-(∅|o|n),14
dis_dividon,(d|i|s)-(d|i)-(v|i)-(d|o|n),14
bultenojn,(b|u|l)-(t|e)-(n|o|jn),14
ret_mesaĝon,(r|e|t)-(m|e)-(s|a)-(ĝ|o|n),14
retiron,(r|e)-(t|i)-(r|o|n),14
al_logeco,(∅|a|l)-(l|o)-(g|e)-(c|o),14
instaladon,(∅|i|n)-(st|a)-(l|a)-(d|o|n),14
bombon,(b|o|m)-(b|o|n),14
teĥnikojn,(t|e|ĥ)-(n|i)-(k|o|jn),14
reguladoj,(r|e)-(g|u)-(l|a)-(d|o|j),14
likvidado,(l|i|k)-(v|i)-(d|a)-(d|o),14
arabojn,(∅|a)-(r|a)-(b|o|jn),14
tridekon,(tr|i)-(d|e)-(k|o|n),14
deflacio,(d|e|f)-(l|a)-(c|i)-(∅|o),14
rokojn,(r|o)-(k|o|jn),14
investigation,(∅|i|n)-(v|e|s)-(t|i)-(g|a)-(t|i)-(∅|o|n),14
trans_naciulo,(tr|a|ns)-(n|a)-(c|i)-(∅|u)-(l|o),14
migradon,(m|i|g)-(r|a)-(d|o|n),14
registroj,(r|e)-(g|i|s)-(tr|o|j),14
disopinioj,(d|i)-(s|o)-(p|i)-(n|i)-(∅|o|j),14
seriojn,(s|e)-(r|i)-(∅|o|jn),14
al_vokojn,(∅|a|l)-(v|o)-(k|o|jn),14
venkojn,(v|e|n)-(k|o|jn),14
dis_konigon,(d|i|s)-(k|o)-(n|i)-(g|o|n),14
preferojn,(pr|e)-(f|e)-(r|o|jn),14
marcelo,(m|a|r)-(c|e)-(l|o),14
skuon,(sk|u)-(∅|o|n),14
el_pelon,(∅|e|l)-(p|e)-(l|o|n),14
sanasekuro,(s|a)-(n|a)-(s|e)-(k|u)-(r|o),14
fajrego,(f|a|j)-(r|e)-(g|o),14
teroron,(t|e)-(r|o)-(r|o|n),14
vetoo,(v|e)-(t|o)-(∅|o),14
natur_resursoj,(n|a)-(t|u|r)-(r|e)-(s|u|r)-(s|o|j),14
surfacoj,(s|u|r)-(f|a)-(c|o|j),14
pesticidoj,(p|e|s)-(t|i)-(c|i)-(d|o|j),14
grenejojn,(gr|e)-(n|e)-(j|o|jn),14
mal_justo,(m|a|l)-(j|u|s)-(t|o),14
manipuladon,(m|a)-(n|i)-(p|u)-(l|a)-(d|o|n),14
aleksandrio,(∅|a)-(l|e|k)-(s|a|n)-(dr|i)-(∅|o),14
kliŝojn,(kl|i)-(ŝ|o|jn),14
mekko,(m|e|k)-(k|o),14
alaho,(∅|a)-(l|a)-(h|o),14
ŝtat_funkciulo,(ŝt|a|t)-(f|u|n)-(kc|i)-(∅|u)-(l|o),14
infanecon,(∅|i|n)-(f|a)-(n|e)-(c|o|n),14
kito,(k|i)-(t|o),14
komencoj,(k|o)-(m|e|n)-(c|o|j),14
ŝtatoficisto,(ŝt|a)-(t|o)-(f|i)-(c|i|s)-(t|o),14
anarkio,(∅|a)-(n|a|r)-(k|i)-(∅|o),14
responsuloj,(r|e|s)-(p|o|n)-(s|u)-(l|o|j),14
armando,(∅|a|r)-(m|a|n)-(d|o),14
amendojn,(∅|a)-(m|e|n)-(d|o|jn),14
mal_ŝaton,(m|a|l)-(ŝ|a)-(t|o|n),14
ikon,(∅|i)-(k|o|n),14
ŝtonetoj,(ŝt|o)-(n|e)-(t|o|j),14
hazardoj,(h|a)-(z|a|r)-(d|o|j),14
popol_nombrado,(p|o)-(p|o|l)-(n|o|m)-(br|a)-(d|o),14
hierarkion,(h|i)-(∅|e)-(r|a|r)-(k|i)-(∅|o|n),14
ostaĝo,(∅|o|s)-(t|a)-(ĝ|o),14
nov_liberaluloj,(n|o|v)-(l|i)-(b|e)-(r|a)-(l|u)-(l|o|j),14
terenojn,(t|e)-(r|e)-(n|o|jn),14
iroj,(∅|i)-(r|o|j),14
mon_punojn,(m|o|n)-(p|u)-(n|o|jn),14
rabenoj,(r|a)-(b|e)-(n|o|j),14
maskoj,(m|a|s)-(k|o|j),14
avinon,(∅|a)-(v|i)-(n|o|n),14
rasisto,(r|a)-(s|i|s)-(t|o),14
arsenalon,(∅|a|r)-(s|e)-(n|a)-(l|o|n),14
algoritmoj,(∅|a|l)-(g|o)-(r|i|t)-(m|o|j),14
laborantaro,(l|a)-(b|o)-(r|a|n)-(t|a)-(r|o),14
komunistojn,(k|o)-(m|u)-(n|i|s)-(t|o|jn),14
aktivo,(∅|a|k)-(t|i)-(v|o),14
sobreco,(s|o|b)-(r|e)-(c|o),14
fremdiĝo,(fr|e|m)-(d|i)-(ĝ|o),14
dinamismo,(d|i)-(n|a)-(m|i|s)-(m|o),14
kaŝejo,(k|a)-(ŝ|e)-(j|o),14
duon_jaro,(d|u)-(∅|o|n)-(j|a)-(r|o),14
fiŝ_kaptadon,(f|i|ŝ)-(k|a|p)-(t|a)-(d|o|n),14
parabolo,(p|a)-(r|a)-(b|o)-(l|o),14
anaron,(∅|a)-(n|a)-(r|o|n),14
ministrejon,(m|i)-(n|i|s)-(tr|e)-(j|o|n),14
mal_laŭdo,(m|a|l)-(l|a|ŭ)-(d|o),14
rekomenco,(r|e)-(k|o)-(m|e|n)-(c|o),14
druzoj,(dr|u)-(z|o|j),14
receptojn,(r|e)-(c|e|p)-(t|o|jn),14
aflikton,(∅|a|f)-(l|i|k)-(t|o|n),14
inventaĵoj,(∅|i|n)-(v|e|n)-(t|a)-(ĵ|o|j),14
estulo,(∅|e|s)-(t|u)-(l|o),14
pamfleto,(p|a|m)-(fl|e)-(t|o),14
dekstron,(d|e|ks)-(tr|o|n),14
taktikon,(t|a|k)-(t|i)-(k|o|n),14
skemon,(sk|e)-(m|o|n),14
verkaĵo,(v|e|r)-(k|a)-(ĵ|o),14
kurdio,(k|u|r)-(d|i)-(∅|o),14
kastelojn,(k|a|s)-(t|e)-(l|o|jn),14
konkurenc_kapablon,(k|o|n)-(k|u)-(r|e|nc)-(k|a)-(p|a|b)-(l|o|n),14
sen_laborulojn,(s|e|n)-(l|a)-(b|o)-(r|u)-(l|o|jn),14
labor_postenon,(l|a)-(b|o|r)-(p|o|s)-(t|e)-(n|o|n),14
obsedon,(∅|o|b)-(s|e)-(d|o|n),14
redifino,(r|e)-(d|i)-(f|i)-(n|o),14
mis_komprenon,(m|i|s)-(k|o|m)-(pr|e)-(n|o|n),14
neglekto,(n|e|g)-(l|e|k)-(t|o),14
kuracejo,(k|u)-(r|a)-(c|e)-(j|o),14
pasaĝero,(p|a)-(s|a)-(ĝ|e)-(r|o),14
trunkoj,(tr|u|n)-(k|o|j),14
rubaĵojn,(r|u)-(b|a)-(ĵ|o|jn),14
kemiaĵoj,(k|e)-(m|i)-(∅|a)-(ĵ|o|j),14
klimat_ŝanĝo,(kl|i)-(m|a|t)-(ŝ|a|n)-(ĝ|o),14
renaskiĝon,(r|e)-(n|a|s)-(k|i)-(ĝ|o|n),14
invitojn,(∅|i|n)-(v|i)-(t|o|jn),14
mentoro,(m|e|n)-(t|o)-(r|o),14
komparojn,(k|o|m)-(p|a)-(r|o|jn),14
lilo,(l|i)-(l|o),14
abuĝo,(∅|a)-(b|u)-(ĝ|o),14
kapitaligo,(k|a)-(p|i)-(t|a)-(l|i)-(g|o),14
kliŝo,(kl|i)-(ŝ|o),14
sitelo,(s|i)-(t|e)-(l|o),14
dorsosako,(d|o|r)-(s|o)-(s|a)-(k|o),14
administrejo,(∅|a|d)-(m|i)-(n|i|s)-(tr|e)-(j|o),14
kolokvon,(k|o)-(l|o|k)-(v|o|n),14
stud_grupo,(st|u|d)-(gr|u)-(p|o),14
lokado,(l|o)-(k|a)-(d|o),14
temp_limo,(t|e|mp)-(l|i)-(m|o),14
ordigo,(∅|o|r)-(d|i)-(g|o),14
imperiestroj,(∅|i|m)-(p|e)-(r|i)-(∅|e|s)-(tr|o|j),14
kaskoj,(k|a|s)-(k|o|j),14
tataroj,(t|a)-(t|a)-(r|o|j),14
licenco,(l|i)-(c|e|n)-(c|o),14
kvieto,(kv|i)-(∅|e)-(t|o),14
gajecon,(g|a)-(j|e)-(c|o|n),14
glaciejoj,(gl|a)-(c|i)-(∅|e)-(j|o|j),14
konkursantoj,(k|o|n)-(k|u|r)-(s|a|n)-(t|o|j),14
apelacion,(∅|a)-(p|e)-(l|a)-(c|i)-(∅|o|n),14
trusto,(tr|u|s)-(t|o),14
horaro,(h|o)-(r|a)-(r|o),14
feministoj,(f|e)-(m|i)-(n|i|s)-(t|o|j),14
arogantecon,(∅|a)-(r|o)-(g|a|n)-(t|e)-(c|o|n),14
valoraĵoj,(v|a)-(l|o)-(r|a)-(ĵ|o|j),14
inventemo,(∅|i|n)-(v|e|n)-(t|e)-(m|o),14
venteto,(v|e|n)-(t|e)-(t|o),14
duoblon,(d|u)-(∅|o|b)-(l|o|n),14
viv_manieroj,(v|i|v)-(m|a)-(n|i)-(∅|e)-(r|o|j),14
aromon,(∅|a)-(r|o)-(m|o|n),14
monako,(m|o)-(n|a)-(k|o),14
abolon,(∅|a)-(b|o)-(l|o|n),14
heroaĵoj,(h|e)-(r|o)-(∅|a)-(ĵ|o|j),14
pensiiĝo,(p|e|n)-(s|i)-(∅|i)-(ĝ|o),14
kreantoj,(kr|e)-(∅|a|n)-(t|o|j),14
veninto,(v|e)-(n|i|n)-(t|o),14
suferantoj,(s|u)-(f|e)-(r|a|n)-(t|o|j),14
rakontanto,(r|a)-(k|o|n)-(t|a|n)-(t|o),14
konfidato,(k|o|n)-(f|i)-(d|a)-(t|o),14
biciklon,(b|i)-(c|i|k)-(l|o|n),14
optimismon,(∅|o|p)-(t|i)-(m|i|s)-(m|o|n),14
obligaciojn,(∅|o|b)-(l|i)-(g|a)-(c|i)-(∅|o|jn),14
imagojn,(∅|i)-(m|a)-(g|o|jn),14
apartamentojn,(∅|a)-(p|a|r)-(t|a)-(m|e|n)-(t|o|jn),14
aspiron,(∅|a|s)-(p|i)-(r|o|n),14
amaseto,(∅|a)-(m|a)-(s|e)-(t|o),14
provincojn,(pr|o)-(v|i|n)-(c|o|jn),14
zairo,(z|a)-(∅|i)-(r|o),14
tiranoj,(t|i)-(r|a)-(n|o|j),14
trans_formadon,(tr|a|ns)-(f|o|r)-(m|a)-(d|o|n),14
nesufiĉo,(n|e)-(s|u)-(f|i)-(ĉ|o),14
civilizon,(c|i)-(v|i)-(l|i)-(z|o|n),14
prokrastoj,(pr|o|k)-(r|a|s)-(t|o|j),14
instruistinoj,(∅|i|ns)-(tr|u)-(∅|i|s)-(t|i)-(n|o|j),14
gaŭlujo,(g|a|ŭ)-(l|u)-(j|o),14
abortoj,(∅|a)-(b|o|r)-(t|o|j),14
akuŝo,(∅|a)-(k|u)-(ŝ|o),14
avidon,(∅|a)-(v|i)-(d|o|n),14
puĉistoj,(p|u)-(ĉ|i|s)-(t|o|j),14
volgo,(v|o|l)-(g|o),14
faligo,(f|a)-(l|i)-(g|o),14
hejtado,(h|e|j)-(t|a)-(d|o),14
kamaradino,(k|a)-(m|a)-(r|a)-(d|i)-(n|o),14
kristan_demokratoj,(kr|i|s)-(t|a|n)-(d|e)-(m|o|k)-(r|a)-(t|o|j),14
stultaĵoj,(st|u|l)-(t|a)-(ĵ|o|j),14
vic_sekretario,(v|i|c)-(s|e|k)-(r|e)-(t|a)-(r|i)-(∅|o),14
juvelisto,(j|u)-(v|e)-(l|i|s)-(t|o),14
kalikato,(k|a)-(l|i)-(k|a)-(t|o),14
mez_klasanoj,(m|e|z)-(kl|a)-(s|a)-(n|o|j),14
